"year","AL.anom","member","model"
1893,-311.933741630912,"03","MDM"
1894,-332.470434042819,"03","MDM"
1895,354.18978732698,"03","MDM"
1896,117.565858666262,"03","MDM"
1897,-734.854846127002,"03","MDM"
1898,-736.643462201972,"03","MDM"
1899,633.102196112927,"03","MDM"
1900,-963.223905592994,"03","MDM"
1901,517.889884846021,"03","MDM"
1902,995.18925120811,"03","MDM"
1903,-344.229458211853,"03","MDM"
1904,261.296456246582,"03","MDM"
1905,207.502780271469,"03","MDM"
1906,-155.992586919953,"03","MDM"
1907,169.428313994308,"03","MDM"
1908,-233.140997667472,"03","MDM"
1909,19.1428395661412,"03","MDM"
1910,-551.106719735688,"03","MDM"
1911,-611.714188240127,"03","MDM"
1912,-404.400877411216,"03","MDM"
1913,-366.991613179293,"03","MDM"
1914,163.927129387893,"03","MDM"
1915,-630.431435867682,"03","MDM"
1916,644.274281053694,"03","MDM"
1917,527.90925831935,"03","MDM"
1918,123.978785068266,"03","MDM"
1919,93.1075146590999,"03","MDM"
1920,602.365462141104,"03","MDM"
1921,734.663509875254,"03","MDM"
1922,-429.479195200379,"03","MDM"
1923,-236.660641878449,"03","MDM"
1924,-68.6358554103414,"03","MDM"
1925,-2.71855489013392,"03","MDM"
1926,-82.1557791920463,"03","MDM"
1927,-82.5348452316053,"03","MDM"
1928,271.834959991734,"03","MDM"
1929,-687.206290218368,"03","MDM"
1930,-931.605002452289,"03","MDM"
1931,649.205602917206,"03","MDM"
1932,-761.525876495549,"03","MDM"
1933,-638.730439436266,"03","MDM"
1934,-662.819097544347,"03","MDM"
1935,-1096.3380642964,"03","MDM"
1936,-460.636378027353,"03","MDM"
1937,417.332935225069,"03","MDM"
1938,80.0448965703783,"03","MDM"
1939,508.889065936251,"03","MDM"
1940,-4.34038327425264,"03","MDM"
1941,69.8725271468894,"03","MDM"
1942,529.871577836135,"03","MDM"
1943,324.267210762937,"03","MDM"
1944,-620.458678841563,"03","MDM"
1945,-550.224024523517,"03","MDM"
1946,92.6614523347813,"03","MDM"
1947,-550.190903442835,"03","MDM"
1948,-615.302431490936,"03","MDM"
1949,-273.346297472914,"03","MDM"
1950,-391.083494455861,"03","MDM"
1951,-700.973774886193,"03","MDM"
1952,-715.591508900967,"03","MDM"
1953,156.611045981327,"03","MDM"
1954,497.050082025589,"03","MDM"
1955,369.536955692297,"03","MDM"
1956,124.088212264445,"03","MDM"
1957,-660.763541087868,"03","MDM"
1958,-8.78370667721033,"03","MDM"
1959,-9.4943753073266,"03","MDM"
1960,-209.79151706387,"03","MDM"
1961,981.549855541635,"03","MDM"
1962,-652.013677360984,"03","MDM"
1963,571.17598239459,"03","MDM"
1964,444.848207015237,"03","MDM"
1965,-19.2908140294599,"03","MDM"
1966,-142.002932857586,"03","MDM"
1967,-520.288744656057,"03","MDM"
1968,-196.930675371026,"03","MDM"
1969,806.846110132408,"03","MDM"
1970,-458.781674181451,"03","MDM"
1971,371.687873157631,"03","MDM"
1972,-341.471966208994,"03","MDM"
1973,151.362424561841,"03","MDM"
1974,442.767470574834,"03","MDM"
1975,417.178056824562,"03","MDM"
1976,-276.495807813813,"03","MDM"
1977,2.78323410514624,"03","MDM"
1978,-615.356789757504,"03","MDM"
1979,-617.518320747627,"03","MDM"
1980,-895.327577532854,"03","MDM"
1981,844.682508641067,"03","MDM"
1982,-34.2838943252161,"03","MDM"
1983,-191.293082299183,"03","MDM"
1984,235.721072667532,"03","MDM"
1985,597.43970850232,"03","MDM"
1986,137.226048041701,"03","MDM"
1987,322.140549459102,"03","MDM"
1988,-1061.94410656333,"03","MDM"
1989,1155.59645081065,"03","MDM"
1990,-630.227772959983,"03","MDM"
1991,-315.085618668269,"03","MDM"
1992,-547.315146140961,"03","MDM"
1993,-132.654579575838,"03","MDM"
1994,165.471695018013,"03","MDM"
1995,382.501843473516,"03","MDM"
1996,429.401433399428,"03","MDM"
1997,796.02302860638,"03","MDM"
1998,-306.014801549866,"03","MDM"
1999,-445.739792086681,"03","MDM"
2000,-757.862030046326,"03","MDM"
2001,529.486750569158,"03","MDM"
2002,549.879375972799,"03","MDM"
2003,521.817274595266,"03","MDM"
2004,-25.8785080878439,"03","MDM"
2005,-304.328256126925,"03","MDM"
2006,-204.948730302432,"03","MDM"
2007,-918.391377192198,"03","MDM"
2008,-11.1136495960717,"03","MDM"
2009,-562.590537438463,"03","MDM"
2010,-102.759818991458,"03","MDM"
2011,-54.9601428645249,"03","MDM"
2012,98.4828471167241,"03","MDM"
2013,-450.558720244376,"03","MDM"
2014,538.462738066606,"03","MDM"
1851,-395.170943918057,"04","MDM"
1852,975.826198737223,"04","MDM"
1853,-525.185680117027,"04","MDM"
1854,-98.4601405861582,"04","MDM"
1855,-448.230659475935,"04","MDM"
1856,129.70583462316,"04","MDM"
1857,-67.0664503235298,"04","MDM"
1858,-597.417033696829,"04","MDM"
1859,526.436839626747,"04","MDM"
1860,-773.543185795911,"04","MDM"
1861,-284.427051392426,"04","MDM"
1862,-503.235748565024,"04","MDM"
1863,376.576685917896,"04","MDM"
1864,-504.769779364366,"04","MDM"
1865,-167.253028589869,"04","MDM"
1866,-297.294025736309,"04","MDM"
1867,496.423326122387,"04","MDM"
1868,-182.097265779014,"04","MDM"
1869,188.076191520147,"04","MDM"
1870,-258.024659270337,"04","MDM"
1871,-2.21492208772204,"04","MDM"
1872,-377.173082368639,"04","MDM"
1873,118.844252176985,"04","MDM"
1874,-567.883059700866,"04","MDM"
1875,-639.434280277111,"04","MDM"
1876,-446.750172271406,"04","MDM"
1877,295.451202201265,"04","MDM"
1878,-167.394101781488,"04","MDM"
1879,436.697536103969,"04","MDM"
1880,81.6418055603685,"04","MDM"
1881,453.248849316942,"04","MDM"
1882,-44.0522705043623,"04","MDM"
1883,-400.126262979767,"04","MDM"
1884,104.073938703881,"04","MDM"
1885,-61.1477682655797,"04","MDM"
1886,481.235432230989,"04","MDM"
1887,171.746477882242,"04","MDM"
1888,-423.740716864648,"04","MDM"
1889,-310.09341205045,"04","MDM"
1890,269.626091158512,"04","MDM"
1891,-472.450012945792,"04","MDM"
1892,-235.423535353325,"04","MDM"
1893,-262.551668048801,"04","MDM"
1894,437.280519535585,"04","MDM"
1895,-278.907100144486,"04","MDM"
1896,296.873316080786,"04","MDM"
1897,289.281574467719,"04","MDM"
1898,-795.906664252074,"04","MDM"
1899,141.140874380063,"04","MDM"
1900,278.985862746075,"04","MDM"
1901,-538.242627354116,"04","MDM"
1902,-497.302427199199,"04","MDM"
1903,-299.078429808918,"04","MDM"
1904,1202.88486185031,"04","MDM"
1905,304.503937330123,"04","MDM"
1906,108.069015058184,"04","MDM"
1907,516.503733676912,"04","MDM"
1908,-206.63387985466,"04","MDM"
1909,345.149870437529,"04","MDM"
1910,162.119400988775,"04","MDM"
1911,117.981269668566,"04","MDM"
1912,-358.572442630584,"04","MDM"
1913,-302.329823019698,"04","MDM"
1914,461.071969629405,"04","MDM"
1915,-557.129445205952,"04","MDM"
1916,490.467210913134,"04","MDM"
1917,801.020636571672,"04","MDM"
1918,-7.54613814465911,"04","MDM"
1919,496.080702065502,"04","MDM"
1920,-982.462530322228,"04","MDM"
1921,184.682422186378,"04","MDM"
1922,-316.116147536565,"04","MDM"
1923,-747.895250476736,"04","MDM"
1924,433.613310744506,"04","MDM"
1925,-558.912645901603,"04","MDM"
1926,-343.137143388755,"04","MDM"
1927,-364.763586728931,"04","MDM"
1928,-177.317976505582,"04","MDM"
1929,165.826464160678,"04","MDM"
1930,1108.49518059653,"04","MDM"
1931,633.690865005983,"04","MDM"
1932,-970.64292381151,"04","MDM"
1933,-762.594494022379,"04","MDM"
1934,-93.1588852118407,"04","MDM"
1935,-378.361358788028,"04","MDM"
1936,-405.862763450232,"04","MDM"
1937,468.785150348399,"04","MDM"
1938,-87.2801955306952,"04","MDM"
1939,-838.3369116235,"04","MDM"
1940,980.327297486894,"04","MDM"
1941,64.6250876971396,"04","MDM"
1942,47.0717643752156,"04","MDM"
1943,-605.539109997287,"04","MDM"
1944,200.749888039462,"04","MDM"
1945,560.812869293237,"04","MDM"
1946,18.6564580697645,"04","MDM"
1947,-428.738879210975,"04","MDM"
1948,315.557592249089,"04","MDM"
1949,-693.929845102638,"04","MDM"
1950,601.897920840053,"04","MDM"
1951,445.724632317217,"04","MDM"
1952,353.696207468207,"04","MDM"
1953,-783.666842951401,"04","MDM"
1954,-400.386443493532,"04","MDM"
1955,-370.743825964103,"04","MDM"
1956,334.646470292523,"04","MDM"
1957,383.034129385497,"04","MDM"
1958,201.266415150226,"04","MDM"
1959,-874.510842020623,"04","MDM"
1960,-263.485564656512,"04","MDM"
1961,-189.751306433988,"04","MDM"
1962,477.277714915415,"04","MDM"
1963,-607.108462673352,"04","MDM"
1964,239.226920634709,"04","MDM"
1965,-220.927810559646,"04","MDM"
1966,237.91058657279,"04","MDM"
1967,37.8476723517394,"04","MDM"
1968,-132.826559684023,"04","MDM"
1969,-77.3990469214212,"04","MDM"
1970,295.357273626278,"04","MDM"
1971,824.069693476322,"04","MDM"
1972,-643.242668839088,"04","MDM"
1973,-159.722848378476,"04","MDM"
1974,584.418322388005,"04","MDM"
1975,303.429824398336,"04","MDM"
1976,-581.814683148432,"04","MDM"
1977,253.740651818008,"04","MDM"
1978,-428.636301705397,"04","MDM"
1979,344.941295057987,"04","MDM"
1980,-318.175829357095,"04","MDM"
1981,259.143058769532,"04","MDM"
1982,179.043269012634,"04","MDM"
1983,516.857308003406,"04","MDM"
1984,-411.969991109028,"04","MDM"
1985,-79.4815532952607,"04","MDM"
1986,356.99754474704,"04","MDM"
1987,166.313840126356,"04","MDM"
1988,-143.054012817033,"04","MDM"
1989,505.643326121706,"04","MDM"
1990,482.073061698032,"04","MDM"
1991,-253.507401669701,"04","MDM"
1992,-50.4149226369146,"04","MDM"
1993,-324.281164339632,"04","MDM"
1994,-448.11873943888,"04","MDM"
1995,927.18396188305,"04","MDM"
1996,-109.076547178461,"04","MDM"
1997,-132.134909214386,"04","MDM"
1998,-725.199480248678,"04","MDM"
1999,523.838711492951,"04","MDM"
2000,-295.788923108805,"04","MDM"
2001,-276.826976639828,"04","MDM"
2002,-766.287814508342,"04","MDM"
2003,49.6362675855907,"04","MDM"
2004,-210.960531290681,"04","MDM"
2005,-458.189457231571,"04","MDM"
2006,-439.286893336679,"04","MDM"
2007,193.784646465724,"04","MDM"
2008,-281.85285398341,"04","MDM"
2009,-402.155184368474,"04","MDM"
2010,-84.6664387583035,"04","MDM"
2011,476.919833972194,"04","MDM"
2012,-587.375710643,"04","MDM"
2013,-253.465969249995,"04","MDM"
2014,1229.85785296573,"04","MDM"
1851,-421.585348777184,"05","MDM"
1852,-169.516665367887,"05","MDM"
1853,325.7797896623,"05","MDM"
1854,758.120067221656,"05","MDM"
1855,-542.458297840706,"05","MDM"
1856,216.528536324183,"05","MDM"
1857,-198.678066592923,"05","MDM"
1858,86.2937642391466,"05","MDM"
1859,518.483496802432,"05","MDM"
1860,609.030171492501,"05","MDM"
1861,1322.24523282431,"05","MDM"
1862,33.6181652252983,"05","MDM"
1863,34.5390398858266,"05","MDM"
1864,-109.872507587067,"05","MDM"
1865,-786.626452005353,"05","MDM"
1866,-342.996831483189,"05","MDM"
1867,-151.523880622361,"05","MDM"
1868,159.254508059119,"05","MDM"
1869,112.177913195851,"05","MDM"
1870,281.531253668422,"05","MDM"
1871,-280.381092006652,"05","MDM"
1872,717.286437096097,"05","MDM"
1873,-265.517833112938,"05","MDM"
1874,203.176345631664,"05","MDM"
1875,-347.003971275941,"05","MDM"
1876,263.846213029342,"05","MDM"
1877,306.275971657609,"05","MDM"
1878,62.028785791621,"05","MDM"
1879,78.202282902048,"05","MDM"
1880,-127.471292788324,"05","MDM"
1881,-383.4271592272,"05","MDM"
1882,235.816500642812,"05","MDM"
1883,404.867902267005,"05","MDM"
1884,65.7178520691016,"05","MDM"
1885,-330.658854980914,"05","MDM"
1886,-171.752047970859,"05","MDM"
1887,-302.423642474126,"05","MDM"
1888,-202.097410960058,"05","MDM"
1889,18.7090606569377,"05","MDM"
1890,97.8965095987978,"05","MDM"
1891,120.595614952611,"05","MDM"
1892,-245.411337083949,"05","MDM"
1893,558.602960811399,"05","MDM"
1894,-259.08468326068,"05","MDM"
1895,242.666237134468,"05","MDM"
1896,846.038065052679,"05","MDM"
1897,183.594513602351,"05","MDM"
1898,374.7513799325,"05","MDM"
1899,-562.176713168983,"05","MDM"
1900,708.615142389018,"05","MDM"
1901,1180.12003185835,"05","MDM"
1902,-784.451212108433,"05","MDM"
1903,235.363503362729,"05","MDM"
1904,-433.302086563335,"05","MDM"
1905,741.018605902532,"05","MDM"
1906,-735.060427562585,"05","MDM"
1907,160.089466262875,"05","MDM"
1908,-540.090337630067,"05","MDM"
1909,-538.131251500579,"05","MDM"
1910,-310.062861169815,"05","MDM"
1911,147.88705097203,"05","MDM"
1912,-83.02371160014,"05","MDM"
1913,23.0539936209062,"05","MDM"
1914,203.9034842546,"05","MDM"
1915,-258.232292952693,"05","MDM"
1916,-301.428977226486,"05","MDM"
1917,-449.176072133688,"05","MDM"
1918,598.306967933419,"05","MDM"
1919,55.1488504035607,"05","MDM"
1920,320.817127345432,"05","MDM"
1921,699.449266316185,"05","MDM"
1922,284.300139300075,"05","MDM"
1923,669.915272815037,"05","MDM"
1924,-680.458628814831,"05","MDM"
1925,-54.3608386069461,"05","MDM"
1926,282.189975437147,"05","MDM"
1927,56.698036040814,"05","MDM"
1928,-215.613999104032,"05","MDM"
1929,-410.9385040304,"05","MDM"
1930,-41.0879498580493,"05","MDM"
1931,63.8945164191798,"05","MDM"
1932,-170.504550789411,"05","MDM"
1933,-687.809850454018,"05","MDM"
1934,-264.776906150119,"05","MDM"
1935,-459.375691917542,"05","MDM"
1936,144.45563399915,"05","MDM"
1937,238.763720220733,"05","MDM"
1938,307.31737508057,"05","MDM"
1939,530.535587072945,"05","MDM"
1940,322.47547752488,"05","MDM"
1941,-361.382275741916,"05","MDM"
1942,-6.19630971939184,"05","MDM"
1943,-577.659794911627,"05","MDM"
1944,-25.1182383113003,"05","MDM"
1945,753.537280588842,"05","MDM"
1946,457.810324167076,"05","MDM"
1947,1246.00607145427,"05","MDM"
1948,882.115477558355,"05","MDM"
1949,-499.581007048647,"05","MDM"
1950,-525.97726662579,"05","MDM"
1951,-660.520521285034,"05","MDM"
1952,132.239953113596,"05","MDM"
1953,-332.973156132796,"05","MDM"
1954,-220.046518411619,"05","MDM"
1955,-252.173815335183,"05","MDM"
1956,514.728545120563,"05","MDM"
1957,217.829926554533,"05","MDM"
1958,568.218109402109,"05","MDM"
1959,-169.926245724653,"05","MDM"
1960,234.547275632591,"05","MDM"
1961,-313.151309964524,"05","MDM"
1962,911.463935327401,"05","MDM"
1963,-133.212352242032,"05","MDM"
1964,6.4732344138614,"05","MDM"
1965,-349.140151737805,"05","MDM"
1966,-190.586605213875,"05","MDM"
1967,38.2386942325518,"05","MDM"
1968,102.872292888671,"05","MDM"
1969,-156.840390354739,"05","MDM"
1970,275.558848462788,"05","MDM"
1971,-627.638777730028,"05","MDM"
1972,123.115996888233,"05","MDM"
1973,-355.925244264457,"05","MDM"
1974,-273.008838476711,"05","MDM"
1975,-87.917621785102,"05","MDM"
1976,-109.545608179245,"05","MDM"
1977,-107.63447462592,"05","MDM"
1978,359.64178974504,"05","MDM"
1979,-576.465693427328,"05","MDM"
1980,-398.017100655841,"05","MDM"
1981,97.5599654336069,"05","MDM"
1982,-273.568541023399,"05","MDM"
1983,-314.754111016935,"05","MDM"
1984,355.598386315066,"05","MDM"
1985,374.777606089025,"05","MDM"
1986,110.626384313091,"05","MDM"
1987,375.787734506401,"05","MDM"
1988,418.071046108225,"05","MDM"
1989,-468.304932803025,"05","MDM"
1990,51.2832197884219,"05","MDM"
1991,-174.684738348757,"05","MDM"
1992,-55.368381000646,"05","MDM"
1993,-122.117171489833,"05","MDM"
1994,1851.6212690183,"05","MDM"
1995,624.575127123138,"05","MDM"
1996,666.211348616875,"05","MDM"
1997,-313.011406067444,"05","MDM"
1998,-427.050183095125,"05","MDM"
1999,534.259310829967,"05","MDM"
2000,27.1616993869727,"05","MDM"
2001,593.807920804815,"05","MDM"
2002,385.745482599226,"05","MDM"
2003,241.529373311029,"05","MDM"
2004,-370.12314655643,"05","MDM"
2005,467.699567915639,"05","MDM"
2006,99.0131087929938,"05","MDM"
2007,361.7897385331,"05","MDM"
2008,556.807313888271,"05","MDM"
2009,280.853963315749,"05","MDM"
2010,-411.106863538403,"05","MDM"
2011,1016.23022495295,"05","MDM"
2012,78.9335474041735,"05","MDM"
2013,250.097122241833,"05","MDM"
2014,-295.965378953063,"05","MDM"
1851,147.045595365157,"06","MDM"
1852,-788.508910178214,"06","MDM"
1853,113.302834616043,"06","MDM"
1854,-43.1861732545518,"06","MDM"
1855,-182.892869157357,"06","MDM"
1856,179.295290040435,"06","MDM"
1857,662.094621205116,"06","MDM"
1858,67.8946608749548,"06","MDM"
1859,-703.634508770134,"06","MDM"
1860,8.68558111107147,"06","MDM"
1861,87.872419689058,"06","MDM"
1862,-239.908329999075,"06","MDM"
1863,30.9667405830158,"06","MDM"
1864,-890.541030351148,"06","MDM"
1865,397.590176165866,"06","MDM"
1866,287.414608886394,"06","MDM"
1867,442.930424382421,"06","MDM"
1868,69.2404764459139,"06","MDM"
1869,301.777151152373,"06","MDM"
1870,69.97422873796,"06","MDM"
1871,426.773776927871,"06","MDM"
1872,75.4947746125405,"06","MDM"
1873,2.80860238103731,"06","MDM"
1874,-421.522687613162,"06","MDM"
1875,-342.798839118375,"06","MDM"
1876,129.816630168803,"06","MDM"
1877,-458.497590444736,"06","MDM"
1878,221.213362616973,"06","MDM"
1879,-430.292282026908,"06","MDM"
1880,-442.343327786365,"06","MDM"
1881,697.963832980251,"06","MDM"
1882,-46.9976940017701,"06","MDM"
1883,-461.874959013398,"06","MDM"
1884,-2.5901409544201,"06","MDM"
1885,20.1539101557761,"06","MDM"
1886,-568.950604008799,"06","MDM"
1887,-683.293150477034,"06","MDM"
1888,-305.465186881055,"06","MDM"
1889,82.6007305705833,"06","MDM"
1890,631.906776994614,"06","MDM"
1891,-217.679514205088,"06","MDM"
1892,199.565814006107,"06","MDM"
1893,279.24095816028,"06","MDM"
1894,300.619214081544,"06","MDM"
1895,-420.374394385744,"06","MDM"
1896,-630.730474349448,"06","MDM"
1897,659.235848934012,"06","MDM"
1898,-738.343706937281,"06","MDM"
1899,814.937724787952,"06","MDM"
1900,-39.6029986294103,"06","MDM"
1901,-19.4735601132572,"06","MDM"
1902,-299.758079313128,"06","MDM"
1903,1110.80182613893,"06","MDM"
1904,187.528447500242,"06","MDM"
1905,-142.905658952804,"06","MDM"
1906,-433.396399353995,"06","MDM"
1907,-427.757547208718,"06","MDM"
1908,-498.067401593295,"06","MDM"
1909,243.55242780951,"06","MDM"
1910,274.784848275831,"06","MDM"
1911,-137.108067085641,"06","MDM"
1912,-239.187560295545,"06","MDM"
1913,4.58828546424698,"06","MDM"
1914,184.788953858372,"06","MDM"
1915,561.207795420628,"06","MDM"
1916,244.636199124621,"06","MDM"
1917,80.2738339354394,"06","MDM"
1918,-733.131839398378,"06","MDM"
1919,-541.964553620937,"06","MDM"
1920,-522.160319321167,"06","MDM"
1921,-770.857064574196,"06","MDM"
1922,-370.252712123323,"06","MDM"
1923,-108.340845663064,"06","MDM"
1924,-458.234736725428,"06","MDM"
1925,-798.642096177207,"06","MDM"
1926,-694.166714807584,"06","MDM"
1927,-384.54010624637,"06","MDM"
1928,92.2070985510415,"06","MDM"
1929,-587.774914393357,"06","MDM"
1930,-169.448676890059,"06","MDM"
1931,29.2689198923288,"06","MDM"
1932,613.654716412392,"06","MDM"
1933,-631.236755706478,"06","MDM"
1934,-118.698528119434,"06","MDM"
1935,156.785479147934,"06","MDM"
1936,-184.867324138538,"06","MDM"
1937,20.4129696963281,"06","MDM"
1938,-475.957633187921,"06","MDM"
1939,748.956468158951,"06","MDM"
1940,-247.93325408268,"06","MDM"
1941,-205.56361792071,"06","MDM"
1942,295.688370548851,"06","MDM"
1943,726.376010355965,"06","MDM"
1944,-214.423906023332,"06","MDM"
1945,585.953940628541,"06","MDM"
1946,67.5123542618507,"06","MDM"
1947,-139.08875012213,"06","MDM"
1948,-536.75653973522,"06","MDM"
1949,216.538311937289,"06","MDM"
1950,-327.753880650886,"06","MDM"
1951,-276.632642598068,"06","MDM"
1952,154.316591734035,"06","MDM"
1953,-242.615920513506,"06","MDM"
1954,384.879448863009,"06","MDM"
1955,-60.9309544848601,"06","MDM"
1956,360.197372121459,"06","MDM"
1957,-585.251195137109,"06","MDM"
1958,100.521385915623,"06","MDM"
1959,305.240166110983,"06","MDM"
1960,-171.47772046955,"06","MDM"
1961,-758.705373546578,"06","MDM"
1962,-577.767690845726,"06","MDM"
1963,211.084419345544,"06","MDM"
1964,-202.04052396172,"06","MDM"
1965,751.244680095776,"06","MDM"
1966,221.265321097083,"06","MDM"
1967,1383.22489789732,"06","MDM"
1968,-460.619014648857,"06","MDM"
1969,563.677303741898,"06","MDM"
1970,-338.225589407339,"06","MDM"
1971,-16.5483977171387,"06","MDM"
1972,-719.606998708237,"06","MDM"
1973,584.433506351984,"06","MDM"
1974,-176.240749200434,"06","MDM"
1975,389.904948269432,"06","MDM"
1976,-193.111312880209,"06","MDM"
1977,-294.729577289467,"06","MDM"
1978,-411.018863388877,"06","MDM"
1979,-439.795093496979,"06","MDM"
1980,-216.878710957728,"06","MDM"
1981,-705.975777075872,"06","MDM"
1982,-73.3534826831396,"06","MDM"
1983,-421.01479807252,"06","MDM"
1984,-649.314176082599,"06","MDM"
1985,93.6803709710918,"06","MDM"
1986,335.182283233594,"06","MDM"
1987,946.721084631101,"06","MDM"
1988,48.409866980198,"06","MDM"
1989,45.0675963947302,"06","MDM"
1990,613.88605271251,"06","MDM"
1991,-720.913242280795,"06","MDM"
1992,554.564719942961,"06","MDM"
1993,188.135077138362,"06","MDM"
1994,-404.405139753296,"06","MDM"
1995,1063.53682899872,"06","MDM"
1996,-415.333961198892,"06","MDM"
1997,-41.4713795198926,"06","MDM"
1998,292.945909180609,"06","MDM"
1999,505.481374026316,"06","MDM"
2000,-234.788543867118,"06","MDM"
2001,233.383912729414,"06","MDM"
2002,869.841485330345,"06","MDM"
2003,-320.86584243756,"06","MDM"
2004,643.78039406866,"06","MDM"
2005,137.823677061098,"06","MDM"
2006,-936.869899733375,"06","MDM"
2007,-760.185027684539,"06","MDM"
2008,6.64767998156471,"06","MDM"
2009,-200.60719899059,"06","MDM"
2010,-488.064293849355,"06","MDM"
2011,-173.663186862461,"06","MDM"
2012,-436.780162676034,"06","MDM"
2013,70.8870893391395,"06","MDM"
2014,-54.940557520204,"06","MDM"
1851,-845.748544762382,"07","MDM"
1852,256.061582968364,"07","MDM"
1853,159.443179144504,"07","MDM"
1854,-38.8500230930488,"07","MDM"
1855,336.044612712744,"07","MDM"
1856,91.4113591077083,"07","MDM"
1857,126.797114382313,"07","MDM"
1858,126.963371338239,"07","MDM"
1859,-498.433342526591,"07","MDM"
1860,-1.835003019762,"07","MDM"
1861,-920.322393228784,"07","MDM"
1862,38.0313906513463,"07","MDM"
1863,688.967111081975,"07","MDM"
1864,166.367785138358,"07","MDM"
1865,338.39961432977,"07","MDM"
1866,451.762676953146,"07","MDM"
1867,-387.282619527224,"07","MDM"
1868,-140.189440833909,"07","MDM"
1869,-305.442871581054,"07","MDM"
1870,711.28064737171,"07","MDM"
1871,-17.8608952155565,"07","MDM"
1872,-34.3552854939655,"07","MDM"
1873,457.781418350199,"07","MDM"
1874,366.922141590827,"07","MDM"
1875,176.6888420502,"07","MDM"
1876,536.934781290548,"07","MDM"
1877,-59.3323699738416,"07","MDM"
1878,1064.65794850379,"07","MDM"
1879,-865.257049500072,"07","MDM"
1880,-102.613836725758,"07","MDM"
1881,-306.617023589999,"07","MDM"
1882,282.140592030225,"07","MDM"
1883,-314.844754581272,"07","MDM"
1884,-8.1963375840973,"07","MDM"
1885,367.495863412673,"07","MDM"
1886,75.5811566265789,"07","MDM"
1887,-23.3084003895852,"07","MDM"
1888,-533.16632270869,"07","MDM"
1889,198.76526002625,"07","MDM"
1890,338.598606670436,"07","MDM"
1891,52.3886717703369,"07","MDM"
1892,-115.119047498174,"07","MDM"
1893,165.355168580644,"07","MDM"
1894,-536.849502394859,"07","MDM"
1895,2.7875892879366,"07","MDM"
1896,149.970017719625,"07","MDM"
1897,-387.31223431089,"07","MDM"
1898,-225.237725752799,"07","MDM"
1899,512.245933758158,"07","MDM"
1900,308.025392962467,"07","MDM"
1901,-176.98843368212,"07","MDM"
1902,-26.3725353317589,"07","MDM"
1903,-709.641914066879,"07","MDM"
1904,1.01371135403166,"07","MDM"
1905,555.628104532504,"07","MDM"
1906,-207.403266073788,"07","MDM"
1907,-305.014466868924,"07","MDM"
1908,254.49200220951,"07","MDM"
1909,334.453368413135,"07","MDM"
1910,-393.756987972636,"07","MDM"
1911,-309.327649924733,"07","MDM"
1912,425.382096837053,"07","MDM"
1913,814.157460680355,"07","MDM"
1914,348.692483091099,"07","MDM"
1915,-571.811177868194,"07","MDM"
1916,-64.8248311866217,"07","MDM"
1917,-12.3793612431038,"07","MDM"
1918,200.763395562919,"07","MDM"
1919,549.663503596485,"07","MDM"
1920,-244.245159671539,"07","MDM"
1921,-507.316137171722,"07","MDM"
1922,-729.804807135483,"07","MDM"
1923,-784.513265702059,"07","MDM"
1924,264.441673724199,"07","MDM"
1925,532.167838111155,"07","MDM"
1926,135.050904293738,"07","MDM"
1927,544.77110965557,"07","MDM"
1928,592.794746331286,"07","MDM"
1929,26.3482845675522,"07","MDM"
1930,799.261041616846,"07","MDM"
1931,-90.0676183846787,"07","MDM"
1932,-9.75637715882741,"07","MDM"
1933,584.07666512736,"07","MDM"
1934,58.5629465986983,"07","MDM"
1935,-162.929112012119,"07","MDM"
1936,-836.901785683923,"07","MDM"
1937,87.9590356222028,"07","MDM"
1938,-113.736124238568,"07","MDM"
1939,-469.220300809729,"07","MDM"
1940,13.2914101486396,"07","MDM"
1941,86.4540886470849,"07","MDM"
1942,-655.614513248517,"07","MDM"
1943,-509.513979615274,"07","MDM"
1944,-331.739224597268,"07","MDM"
1945,-529.505002354334,"07","MDM"
1946,-747.768868870767,"07","MDM"
1947,125.659843564852,"07","MDM"
1948,340.027958688257,"07","MDM"
1949,-194.905254652852,"07","MDM"
1950,176.025560606954,"07","MDM"
1951,55.6220761069463,"07","MDM"
1952,99.4593826887909,"07","MDM"
1953,319.406610825539,"07","MDM"
1954,-261.279380896801,"07","MDM"
1955,142.993443682545,"07","MDM"
1956,876.873354973204,"07","MDM"
1957,259.268717894271,"07","MDM"
1958,275.684047705446,"07","MDM"
1959,-491.994463804506,"07","MDM"
1960,-309.090008691741,"07","MDM"
1961,-132.868520592537,"07","MDM"
1962,-374.841279237677,"07","MDM"
1963,1317.61844033657,"07","MDM"
1964,348.646666957003,"07","MDM"
1965,73.2434811239579,"07","MDM"
1966,125.656982065843,"07","MDM"
1967,-659.914595951201,"07","MDM"
1968,111.189196079958,"07","MDM"
1969,-514.651252616733,"07","MDM"
1970,672.744747462894,"07","MDM"
1971,-73.9939811587873,"07","MDM"
1972,-679.595432921463,"07","MDM"
1973,19.8763074530788,"07","MDM"
1974,-559.20489593063,"07","MDM"
1975,-470.336893056037,"07","MDM"
1976,864.728149985745,"07","MDM"
1977,-857.212730181903,"07","MDM"
1978,2.86811971415113,"07","MDM"
1979,-345.495365792829,"07","MDM"
1980,-111.67976640898,"07","MDM"
1981,-392.995251064803,"07","MDM"
1982,420.903094726477,"07","MDM"
1983,-74.0859176915238,"07","MDM"
1984,-92.8240015240956,"07","MDM"
