"lon","lat","beta.mean","beta.sd","n.members"
165,58.9005279541016,0.000810699931838593,0.0212888644007781,20
165,59.8429260253906,0.000261751949774624,0.0211191799084498,20
166.25,20.2617797851562,0.00604080280009703,0.0207316757218552,20
166.25,21.2041854858398,0.00405016222151084,0.0192030583925727,20
166.25,22.146598815918,0.00186488939247449,0.0190048494622819,20
166.25,23.0890045166016,0.000825035052431254,0.0190065065712865,20
166.25,24.0314178466797,0.000517750245519251,0.0178426882255106,20
166.25,24.9738235473633,-0.000229255051737359,0.0162978375279917,20
166.25,25.9162292480469,-0.00154388452908917,0.0154133122996723,20
166.25,26.858642578125,-0.00270349214650923,0.015963563808468,20
166.25,27.8010482788086,-0.00227956024285673,0.0177009766256577,20
166.25,28.7434539794922,-0.000991528952528067,0.0196345318497993,20
166.25,29.6858673095703,0.000769785611699944,0.0217743491488054,20
166.25,30.6282730102539,0.0026633534873651,0.022976851850583,20
166.25,31.5706787109375,0.00520105604340857,0.0246910581888684,20
166.25,32.5130920410156,0.00773751713119054,0.0262406767123839,20
166.25,33.4554977416992,0.0092350522919283,0.0265267073404895,20
166.25,34.3979034423828,0.0101929440288463,0.0257328556744376,20
166.25,35.3403167724609,0.0107294421544403,0.0243556489697776,20
166.25,36.2827224731445,0.0115242229085539,0.0226240106261467,20
166.25,37.2251281738281,0.0121093289904158,0.021346135561884,20
166.25,38.1675415039062,0.011955328060069,0.0202917671620223,20
166.25,39.1099548339844,0.0108422251860675,0.0193468252626993,20
166.25,40.0523529052734,0.00912234530939936,0.0187642114781043,20
166.25,40.9947662353516,0.00714412270205886,0.0190768287234351,20
166.25,41.9371795654297,0.00551709315270579,0.0204894313538791,20
166.25,42.8795776367188,0.00404715005683529,0.0225782240374245,20
166.25,43.8219909667969,0.00324897162529643,0.0231589022746419,20
166.25,44.764404296875,0.00271328974054159,0.0220102535792279,20
166.25,45.7068023681641,0.00220990591463209,0.0202128530927268,20
166.25,46.6492156982422,0.00175909527433034,0.0176210035879625,20
166.25,47.5916290283203,0.00162657673336488,0.0156361938744351,20
166.25,48.5340270996094,0.00182723049170568,0.0148295106034937,20
166.25,49.4764404296875,0.00211312119585844,0.0150013445678137,20
166.25,50.4188537597656,0.00237746522805651,0.0149120380744182,20
166.25,51.3612518310547,0.00251736546570787,0.0149200574658192,20
166.25,52.3036651611328,0.00254916410434058,0.01604174283925,20
166.25,53.2460784912109,0.00265438375647652,0.0181791012624307,20
166.25,54.1884765625,0.0029109848722644,0.0203862216786831,20
166.25,55.1308898925781,0.00320873450319093,0.0212476993152691,20
166.25,56.0733032226562,0.00338255532812171,0.021592016002682,20
166.25,57.0157012939453,0.00326850631082236,0.0218015709233547,20
166.25,57.9581146240234,0.00270607783911476,0.021462374281327,20
166.25,58.9005279541016,0.00154206181002735,0.0208267209637375,20
166.25,59.8429260253906,0.000635588079112889,0.020609435198585,20
167.5,20.2617797851562,0.0065089250217363,0.0214650108260597,20
167.5,21.2041854858398,0.00497646158202048,0.0195800743856495,20
167.5,22.146598815918,0.00297990577335461,0.0192907561390243,20
167.5,23.0890045166016,0.0019557452631022,0.0192717261987453,20
167.5,24.0314178466797,0.0018118459483622,0.0180760273521951,20
167.5,24.9738235473633,0.00123038250833712,0.0160662059916786,20
167.5,25.9162292480469,-5.42765120603555e-06,0.0149469249272201,20
167.5,26.858642578125,-0.00158516147357325,0.0153566416440294,20
