"lon","lat","beta","pval","qval"
192,65.25,-0.00074739925236844,0.882767592869656,0.91887750147814
192.25,65.25,0.000116152967900124,0.980954706429394,0.986976605024603
192.5,65.25,0.0009295624581891,0.847713274260662,0.893354801416855
192.75,65.25,0.00119502793696524,0.787670952251996,0.848340372020278
193,65.25,0.00108396199451303,0.790562426544198,0.850630561433247
193.25,65.25,0.000804498852110876,0.839379056456287,0.88753268593848
237.25,65.25,-0.000767999150570208,0.830195708341034,0.880582372401733
237.5,65.25,-0.00079358163540079,0.822110850360572,0.874356892899183
237.75,65.25,-0.000852898973653157,0.807297563818395,0.863158367820298
238,65.25,-0.000720632572258932,0.839915554135186,0.887865839792136
238.25,65.25,-0.000703228065644722,0.843779246717812,0.89059073300979
239.75,65.25,-0.000200504582116339,0.947209617617449,0.964036586922019
240,65.25,-0.000291791932231303,0.93206044399547,0.953508997173683
240.25,65.25,-0.000291791932231303,0.93206044399547,0.953508997173683
180,65,0.00377384231240478,0.260349957843296,0.367616555170113
180.25,65,0.00350823253230349,0.309020247717544,0.422021695255643
180.5,65,0.00303992791806125,0.394760515519659,0.510721100644836
180.75,65,0.00274138116959575,0.46205837607844,0.57620668160472
181,65,0.00296923932942709,0.455877706720202,0.570270961620597
181.25,65,0.00323855346373814,0.448838758614146,0.563521433038946
181.5,65,0.00331665889061341,0.446332271749522,0.561012663280894
181.75,65,0.00341282205070239,0.442842190306664,0.557687631669954
182,65,0.00377860832551694,0.411919852392647,0.527465152190421
182.25,65,0.00332373913279009,0.478878219788341,0.592086690923298
182.5,65,0.00280944857811034,0.562292645900269,0.667149147779516
182.75,65,0.00345893192052305,0.491813800584121,0.604309042846796
183,65,0.00405767532629342,0.439778718956098,0.55473953513435
183.25,65,0.00412282911162843,0.435130722526864,0.550261980653378
183.5,65,0.00394555408422655,0.442543819941704,0.557371502142777
183.75,65,0.00375254998482002,0.453115777414716,0.567640251765899
187.75,65,0.00155625611959514,0.6544637070345,0.744058265441097
188,65,0.00182462571726808,0.61416522518368,0.710827268522055
188.25,65,0.00272400652213292,0.496322227221645,0.608462229585342
188.5,65,0.00331444218965203,0.438305518198257,0.553234660334266
188.75,65,0.00393206637390865,0.394178441919182,0.510145704285183
189,65,0.00398064648944692,0.410205555591457,0.525849205099002
189.25,65,0.00403187747646849,0.427683825681308,0.543022241824136
189.5,65,0.00363735703689314,0.478088628512484,0.59138425618789
189.75,65,0.0030300021378519,0.554324009274325,0.660327959783108
190,65,0.00248076145811921,0.629746631080502,0.723626212391164
190.25,65,0.00180605125546087,0.722233377692462,0.797975534530312
190.5,65,0.00122035050196835,0.809457573026672,0.864740229850041
190.75,65,0.000421679029962565,0.934092048658049,0.954937368913783
191,65,-0.000611526061743676,0.906090330680404,0.935230219016405
191.25,65,-0.00154983236389732,0.770421686022144,0.834919962269369
191.5,65,-0.00191393093339018,0.720212014605033,0.79628583300128
191.75,65,-0.00226413181752733,0.674849685706006,0.760175755422051
192,65,-0.00262055703915556,0.630519600128743,0.724332090112283
192.25,65,-0.00188690432333532,0.726578805831989,0.801297782211164
192.5,65,-0.00103332932238448,0.847292137206205,0.893097521110261
192.75,65,-0.000814727055575974,0.869257712486612,0.908984164456225
193,65,-0.000801085070157582,0.861104472398825,0.902975814276661
193.25,65,-0.000501985810077335,0.908111036270773,0.936617953017483
193.5,65,-0.000485208744321391,0.911026808484655,0.938802826423866
